param1,param2,param3,param4,param5,param6,param7,param8,param9,param10,param11,param12,param13,param14,modelname
2.5228900311049074,-9.434351779520512,-1.9907787066767924,9.966702938672752,10.114040083233279,2.6961384542973517,1.7613238127106978,0.5289946556220563,-0.6036169208870906,-0.35302347027579434,-0.09110715631795933,-0.27699422009158614,-0.29560164208482287,-0.09438592706945857,bike
1.7666215833742172,-9.146449047606438,-2.2951416027499363,9.594068843612593,10.238130287899747,7.278396266435816,5.054788478205743,4.777373142388801,1.5585463886822684,-3.5076558434678167,-1.8321621138798754,0.25695104683837927,-0.5948459998292602,-0.37283598552369135,bike
5.193023476516828,-7.661146173253655,-2.5977088427753188,9.612946725507593,9.88634381669698,3.3176185559806566,4.073843106907883,1.0218434138263142,0.4882477323452647,-0.6437975834351732,-0.23860614586463197,0.13280819050202078,-0.3496583802471638,-0.11694651949136559,bike
5.086481507634744,-7.603984596207738,-2.6967689330340363,9.53758032967756,9.79470920572838,2.917992929678672,4.0579785794987915,1.0775736715645599,0.23529931058216605,-0.6203144994671403,-0.3451323030267552,0.0683791443401426,-0.3498213642783324,-0.16504685321671023,bike
1.7007810364011675,-9.143755584489554,-2.3876176403136924,9.602168521693569,10.195953043869062,6.268557400780385,5.115660260161229,4.616372201007963,1.424026561285936,-3.6452023998028813,-1.7840787837866308,0.2514684119425304,-0.6776219030801025,-0.3671239968274509,bike
5.7553615951910615,-7.348104327917099,-2.4585458696237765,9.652112312773735,9.876667863343881,3.0746929617061833,3.888389244555242,0.9013670891457157,-0.0837779703605689,-0.6653808769249264,-0.1635779840078646,-0.02422947986985929,-0.3996856810571235,-0.08737539184480891,bike
1.6971897336188704,-9.135076596867293,-2.3678654768737033,9.588371307949236,10.183261440146296,6.232326995143795,5.069473394057701,4.611903793188598,1.477360894686755,-3.5451625747668074,-1.837617907853283,0.26283310116135733,-0.6612579715735173,-0.3800438166120095,bike
4.381089814240113,-8.631396368145943,-0.8936357828788459,9.720778576684221,9.926421152517095,5.093736476472907,4.644307390481911,0.7635816255508897,-2.4927701485828786,-0.2431979222287274,0.12812454659449393,-0.5125113887641026,-0.12331442695026067,0.06803683910444201,bike
4.862922925967723,-7.820360580459237,-2.874239142111037,9.647139971947459,9.874563004269058,2.550585987810342,3.858801137199651,1.1196002975074262,-0.0933391832882578,-0.8041385295201269,-0.5811376131659938,-0.029752112865561196,-0.4758602014140115,-0.2795897745026673,bike
5.873575305449776,-7.708132354076952,-1.81839619128732,9.860058618753014,10.088296572412954,6.247938490452592,7.716695411273666,1.1752707194616159,-3.86874550927093,-1.2305417777222072,1.1990502464006103,-0.5571679292827039,-0.4541078736044318,0.39815552382760216,bike
4.790498315123841,-8.451831254176795,-0.71855978196254,9.741594007991614,10.128765122192371,6.92259738490601,5.999692273897843,1.3323405399427037,-1.956813849456336,-0.4073796354292525,0.763412913788541,-0.30363406126250636,-0.13413964630624603,0.2700146903367479,bike
4.827608466381207,-7.5569983860477805,-3.2761657449882478,9.5471089917335,9.923927527388813,4.270364320489129,4.173842338174019,1.694492178118878,1.3655755881816345,-1.4191616381805339,-1.1878126772221473,0.32345603644243476,-0.5275694209087038,-0.446642609092593,bike
6.07229405734688,-7.5677722822874784,-2.1314380554831587,9.934131095360616,10.146637380733367,3.6217660829427745,4.098923870080122,1.1409255106446758,-0.7474879983369668,-0.8607390959002819,0.12037099642132797,-0.19400329192087712,-0.42343103446018415,0.0556619329793276,bike
2.4896704812999815,-9.450811922550201,-1.9584569825674407,9.967540260939039,10.09795565797246,2.537741464562032,1.7294147593854656,0.46292646764648154,-0.7743216381354918,-0.22152765998618854,-0.008936087635419742,-0.3696137569727737,-0.20438464550556018,-0.009987155976752543,bike
4.531625278061256,-7.827543198131025,-2.8886043436359614,9.494740398422886,9.895675562580895,5.082239543404056,4.175149519733446,1.2373308552732902,1.8321527526875032,-1.7574493934918676,-1.1782240271797095,0.39773892668313543,-0.7008294465327971,-0.5183808350155978,bike
4.960486649069935,-7.808389572426677,-2.928407952247653,9.703244232995994,9.92284076168977,2.555639721886083,3.537273541583431,0.957092379383147,-0.008565959911802024,-0.7290761971430892,-0.6040049639413275,-0.0028489963965639847,-0.46617199034618206,-0.32826853416297963,bike
5.505766048561782,-8.005611914210021,-0.76075758645311,9.745872665276467,9.953878663718415,3.7982228263929856,5.096327342125503,0.7400476520560468,-1.3965147112403276,-0.00862069128011622,-0.1112632259140902,-0.317414408987973,-0.005141881105905573,-0.05729188971976917,bike
5.46506463107653,-7.480683239176869,-2.436399504193105,9.57933169332693,9.850353729770998,3.7821054781822285,4.2970435346596085,1.080993886172095,-0.025525383165033333,-0.6771023861027641,-0.002041178652370491,-0.0063317035776593745,-0.33486974165824557,-9.470753255185325E-4,bike
5.55484718317166,-7.945158324204385,-0.7374141176696867,9.722430128625401,9.936060232438853,3.6764546237212,5.259351156057315,0.81869490670593,-1.2777574120092734,-0.24243729499496594,0.0739614609029284,-0.2905813382005169,-0.1397409786333419,0.035643336625012303,bike
5.39892482990399,-8.18427918292582,-1.3491326497169212,9.897018438376225,10.180625838163149,8.607833865712776,7.823429346268446,1.5803775878783612,-5.517659566996799,-0.4603237883879719,0.07943663758729479,-0.6723716305894791,-0.12480616814693708,0.0225913320803075,bike
5.737704363651574,-7.438784707337618,-2.404377056926023,9.697308818360822,9.910719791717426,2.809171015487298,3.732408374819679,0.8934186498813459,0.005162065763742393,-0.6437044015274066,-0.10408883847213773,0.001594189212582124,-0.40632157416047243,-0.05700094787273341,bike
5.358522652415559,-7.548917984589934,-2.3936031507328153,9.561865079455686,9.859105320361053,3.996706827703173,4.327612854752206,1.1071685663407909,0.3155357194575019,-0.768885767496542,-0.1964048763638097,0.07587054126026219,-0.365513819948032,-0.08972659591418322,bike
4.588188259163871,-8.47278050892055,-1.0226234009023756,9.689439595453718,9.870410202257476,4.938611371235391,4.905107944352573,0.73449734762327,-2.6699178827592247,-0.58127135784017,0.2827314194501017,-0.5424643392426535,-0.30519778803104947,0.1489548584316612,bike
5.799654324539006,-7.368455044925213,-2.3208792730001733,9.660051792463104,9.883581321633368,2.887844526521131,4.359453788504957,0.9431971705391212,-0.2588601933896944,-0.6503099695818184,-0.26406321336893973,-0.07295622061443838,-0.39403269877571834,-0.13022387673823288,bike
5.314529218245298,-8.262689286842942,-1.3189058527350426,9.912404739056555,10.183520645874625,8.236807109671577,7.750056468576776,1.5374576566521827,-5.486259199265479,-0.3072573902768784,0.12982557727014843,-0.6866642556458913,-0.08634184164933573,0.03761025232614789,bike
5.846341283991933,-7.493851333856583,-2.178723545570392,9.75112047463651,9.976754423415242,3.010642637772452,4.723527839472507,0.995943604503686,-0.39137564410394854,-0.6495561274546119,-0.09426303276499506,-0.10378413062880915,-0.3751195566254954,-0.043460107393706315,bike
5.302558219991624,-7.493252778425813,-3.170222324319184,9.711656422227808,9.899390929647918,2.0263804688624325,3.513735670584891,0.7692350368775597,-0.16628442671765925,-0.4933161508162384,-0.6489117558100352,-0.06231700006918559,-0.3951257290592776,-0.39470403820392513,bike
5.28639733302407,-7.700051963329315,-2.4049756079912186,9.644724188674779,9.930986904595972,3.91114167270883,3.9954562731283136,1.1262558059812835,0.3347157566468554,-0.7848512665698663,-0.161843766084392,0.08467226790513163,-0.37395304010566777,-0.07629468133595899,bike
5.832873891107738,-7.682095410302281,-1.7381904337671585,9.800934328246127,9.993618623084322,5.707049751479901,6.73762077905521,1.1999529551048165,-3.5737761356375826,-1.157203537683357,0.9613734880694249,-0.5763260277880146,-0.4422031313340372,0.3381090144684985,bike
4.420294900657609,-7.552209979388863,-3.4844612883171067,9.418935876803754,10.015422426020864,6.842290882230788,5.775282621871188,3.20019185115024,2.19090983624453,-2.674975920916849,-1.4878406065042773,0.3485275533987211,-0.5716511782275516,-0.34608420503185305,bike
5.816713028587401,-7.725490314885974,-1.7630302762263454,9.829833509130566,10.022581603138175,5.814276047630481,6.9354185117492895,1.1327385998688662,-3.6590238319280823,-1.1594938908475008,0.9822164948739182,-0.576210380518826,-0.45180995021723286,0.3504338391145111,bike
2.8296471319627017,-9.11891571059823,-2.137124276428949,9.784110935661039,10.063728091091278,3.8106708907147286,3.2005029447575275,0.8620168645462027,0.38269318955316217,-0.8830014419607184,-0.731569576399469,0.10958242243650644,-0.48719498627379637,-0.4404419122079216,bike
4.437652855878696,-7.854777242057025,-2.840421029133722,9.458238737437874,9.888216973834032,5.583714236276822,4.434796516607357,1.250610700781037,1.8356110328233182,-1.9057467892946065,-1.2283299783393558,0.36887754474412354,-0.7211781076759551,-0.5215754389353973,bike
5.141548147192225,-7.66054761223495,-2.69527255842695,9.611659650311372,9.86665797639112,2.8996903214947483,3.9698964781567168,1.0707655321389768,0.29598844009644565,-0.6456051530505406,-0.31221791408425004,0.08723873298222576,-0.3663903167241038,-0.15143317761441305,bike
5.822099969722331,-7.3992803655564785,-2.3451205668388866,9.702875267597802,9.91422020686921,2.7229973619234458,4.583148683939443,0.879494169345582,-0.3995758149389299,-0.5577722919166006,-0.11179579960553065,-0.11310807477538783,-0.3604266071830255,-0.055683564847873165,bike
1.7974469282198697,-9.111733126919717,-2.2685061084339395,9.560366938563357,10.25564135921745,8.199696356790472,5.183444011789034,4.8221569841821035,1.8630573893498508,-3.434317155495215,-1.7741863561666065,0.28577099169477616,-0.5461611972098839,-0.35487005746379907,bike
2.6183588311541826,-8.707412321469747,-1.3287819309625775,9.189150870718082,10.641462987238942,17.479208713504736,8.349790479335958,10.327238698712241,4.743768375136919,0.8052214158701739,-0.7770265848824586,0.39266735990650714,0.05993249050995553,-0.08367697685395913,bike
5.094262650702149,-8.354267505928874,-1.2117653277236968,9.859699423635147,10.121704031663475,7.427552408828374,6.88483011661694,1.34972163852958,-4.776288378173048,0.32816122744938087,-0.256328401557907,-0.6679147950094495,0.10364355471370547,-0.08408683572169975,bike
3.876212557137478,-8.382100144401193,-2.570175510889385,9.585949550026658,9.994882540423006,4.663276011554515,4.054876140547395,1.0428887907627797,2.1248410998451353,-1.2825659937905625,-1.1929479139243555,0.4886434717586479,-0.5815876293355587,-0.5801144532789557,bike
5.9594672935782,-7.772177254315466,-1.9898808795842342,9.994079027637408,10.21801056815449,5.402912161852916,5.895824312931866,1.2530422321209678,-2.892516173417909,-1.105435594782235,0.5311017487014753,-0.5124949326484982,-0.42485099221826306,0.19539912303810342,bike
5.55125588318333,-7.94246484991163,-0.7466916493140161,9.718885645577615,9.937389997490664,3.8260768259025064,5.387072847323161,0.8288167130869774,-1.3942528083636916,-0.20497315917219852,0.047314476938594044,-0.30710597115052635,-0.11510412867928507,0.02239176714110689,bike
4.317044948344119,-7.971195287071168,-2.7656022279988974,9.477625603185723,9.948057657964544,5.9533972913908,4.660370676372409,1.3631293980667885,2.2104398930302556,-2.062689869131932,-1.4227634493176364,0.4196488590517598,-0.724074012622759,-0.5644869771626583,bike
5.799654324539006,-7.368455044925213,-2.3208792730001733,9.660051792463104,9.883581321633368,2.887844526521131,4.359453788504957,0.9431971705391212,-0.2588601933896944,-0.6503099695818184,-0.26406321336893973,-0.07295622061443838,-0.39403269877571834,-0.13022387673823288,bike
5.04129095072858,-7.699752667918801,-2.789843530918006,9.616861885460642,9.858511770415623,2.5301118371112308,3.974692471347212,1.0879444527919273,0.2971977197566107,-0.6567472882589546,-0.35209399467413727,0.0937181803472964,-0.3958449127569297,-0.16931814063286527,bike
4.718672245042399,-8.461707325652242,-1.0561422249302268,9.745860404315817,9.923138612450618,5.000249092561412,5.105669377234545,0.815845144144119,-2.9671769538494894,-0.4988486117085156,0.2397708620107517,-0.5872476441517132,-0.24698414880728567,0.11748061031721688,bike
5.889137629419565,-7.392696306109428,-2.2083517916616984,9.70622059961265,9.929188629695526,3.0443213432199308,4.7883260924429,1.0148606818494001,-0.5441381890237995,-0.6560749431350413,-0.10680797650845178,-0.14251878170874455,-0.3732544478273423,-0.048451654795359726,bike
5.087379336124286,-7.588721560314298,-2.6955718333483674,9.525556725900303,9.784748211323485,2.9215776886216553,4.073065290445554,1.0752981249737859,0.26621339311723535,-0.6187780036000049,-0.3590472915598337,0.07717213145065367,-0.3491095289546391,-0.17156414286090493,bike
5.840954318642616,-7.859864881262183,-1.6469114888459444,9.930082615782267,10.147483144888668,6.6739098397633745,7.44972460391105,1.1079429766543103,-3.958054225484554,-0.956640111728738,1.0320887389819215,-0.5613341482392656,-0.3518031426951873,0.35924292677213265,bike
5.5096566318534315,-8.021473507396877,-0.7649474393110722,9.761429096997274,9.96940606726839,3.911121125675371,5.164300167952479,0.7664201121739336,-1.5067845862519738,-0.06311524973462919,-0.04510260151789614,-0.33527007942192877,-0.03645442273928574,-0.022670568335533048,bike
5.39503421774134,-8.01698436960578,-0.718559781787917,9.689930895166714,9.955163000548355,4.14726785759624,5.170414763576907,1.200663471807031,-0.8218251828132368,-0.4942270871948506,0.466643828871767,-0.1774743975476558,-0.22148017203735007,0.1872889635573326,bike
2.9343934471253306,-9.118616439402103,-2.214337291836273,9.831740451897781,10.126737041530863,4.0411627939698525,2.809551475577697,0.972904942912354,0.6750126114991328,-1.090311094005611,-0.797330565992818,0.20032733672952227,-0.5498725667872774,-0.48226385301716596,bike
4.450521692400798,-7.88051491510123,-2.8419174056034535,9.486103162096377,9.916345268756887,5.545976575011199,4.48344349824244,1.2495167080931748,1.8650346579287984,-1.8920859134199843,-1.240443429307111,0.3740176014269086,-0.7187548746001532,-0.5240830074042806,bike
3.0304607946891338,-9.10245556011796,-2.205658312595915,9.843948315792485,10.142055687228892,4.181087483587114,2.923543383864632,0.974142469490266,0.5646611983257246,-1.0889807779802378,-0.771652013527159,0.16150595742667745,-0.5395905657053806,-0.45725186287175434,bike
2.557905237423256,-7.814375089947134,-0.18076221481896937,8.224354821402702,10.561988529744328,17.169396120478325,18.257159796058016,16.100420675495556,5.788028047791844,2.5390953006298096,8.019033329549188,0.32691624984552836,0.15271541605218047,0.46772092338570587,bike
